ttd_drug_id,trade_name,company,therapeutic_class,drug_type,highest_status
D0I9ZQ,,Spider Biotech Srl,,,Investigative
D0IC2O,,,,Antisense drug,Investigative
D0IC8P,,HanAll Biopharma Co Ltd,,,Investigative
D0IJ0Q,,Millennium Pharmaceuticals Inc,,,Investigative
D0IJ4G,,Vakzine Projekt Management GmbH,,,Investigative
D0IL7V,,Kyorin Pharmaceutical Co Ltd,,,Investigative
D0IM7C,,Ranbaxy Laboratories Ltd,,,Investigative
D0IP7M,,Patrys Ltd,,,Investigative
D0IR8J,,Indus Biotech Pvt Ltd,,,Investigative
D0IU0W,,Quro Science Inc,,,Investigative
D0IV7J,,NatImmune A/S,,,Investigative
D0IW1Y,,Pierre Fabre SA,,,Investigative
D0IW8I,,Lipoxen plc,,,Investigative
D0IW9Q,,Medarex Inc,,,Investigative
D0IY2B,,SomaGenics Inc,,,Investigative
D0IY2M,,Angelini Pharmaceuticals SpA,,,Investigative
D0J0AN,,Insert Therapeutics Inc,,,Investigative
D0J0BI,,N-Gene Research Laboratories Inc,,,Investigative
D0J0GJ,,PharmaEssentia Corp,,,Investigative
D0J0HV,,Virobay Inc,,,Investigative
D0J0OF,,CytoSolv Inc,,,Investigative
D0J0ZU,,Kinentia Biosciences LLC,,,Investigative
D0J1CF,,University of Missouri,,,Investigative
D0J1DE,,Fresenius Medical Care AG,,,Investigative
D0J1HG,,Human Genome Sciences Inc,,,Investigative
D0J1KG,,P2D Biosciences,,,Investigative
D0J2GG,,Scripps Research Institute,,,Investigative
D0J2IB,,Angion Biomedica Corp,,,Investigative
D0J2NI,,ALS Therapy Development Foundation Inc,,,Investigative
D0J2XP,,Beta Pharma Inc,,,Investigative
D0J3AN,,HanAll Biopharma Co Ltd,,,Investigative
D0J3AV,,Boston Biomedical Research Inst,,,Investigative
D0J3FK,,Dynamix Pharmaceuticals Ltd,,,Investigative
D0J3MY,,Nereus Pharmaceuticals Inc,,,Investigative
D0J3QN,,CircaGen Pharmaceutical,,,Investigative
D0J3ZA,,Kenta Biotech Ltd,,,Investigative
D0J4NR,,Texas A&M University System,,,Investigative
D0J4TX,,Avexxin AS,,,Investigative
D0J5KZ,,Obecure Ltd,,,Investigative
D0J5OS,,Vasogenix Pharmaceuticals Inc,,,Investigative
D0J5QA,,Geron Corp,,,Investigative
D0J5QD,,Gliknik Inc,,,Investigative
D0J6JC,,University of British Columbia,,,Investigative
D0J6VW,,Clinuvel Pharmaceuticals Ltd,,,Investigative
D0J6WJ,,Columbia University,,,Investigative
D0J6YZ,,NeoStem Inc,,,Investigative
D0J7QX,,Armour Therapeutics Inc,,,Investigative
D0J7RP,,RegenX Biosciences LLC,,,Investigative
D0J7XN,,UBE Industries Ltd,,,Investigative
D0J8ED,,Joyant Pharmaceuticals Inc,,,Investigative
D0J8NC,,Astellas Pharma Inc,,,Investigative
D0J8RV,,Zhejiang University,,,Investigative
D0J8VV,,Prosensa Therapeutics BV,,,Investigative
D0J9MH,,,,Peptide,Investigative
D0J9TA,,NanoCarrier Co Ltd,,,Investigative
D0J9TO,,Human Genome Sciences Inc,,,Investigative
D0J9VK,,University of Mississippi,,,Investigative
D0JB0N,,Bioalvo SA,,,Investigative
D0JC4J,,CEAMED SA,,,Investigative
D0JD1R,,Molecular Targeting Technologies Inc,,,Investigative
D0JD4S,,Curis Inc,,,Investigative
D0JG6T,,Xenon Pharmaceuticals Inc,,,Investigative
D0JL3Y,,Galaxy Biotech LLC,,,Investigative
D0JO0I,,Virobay Inc,,,Investigative
D0JO3X,,Ahn-Gook Pharmaceuticals Co Ltd,,,Investigative
D0JQ4R,,Arachnova Ltd,,,Investigative
D0JR9V,,Propanc Pty Ltd,,,Investigative
D0JS7E,,Lamellar Biomedical Ltd,,,Investigative
D0JV4A,,POZEN,,,Investigative
D0JV8Q,,University of Louisville,,,Investigative
D0JY6R,,Midatech Ltd,,,Investigative
D0K0CK,,Allozyne Inc,,,Investigative
D0K0LA,,LG Life Sciences Ltd,,,Investigative
D0K0LG,,Celprogen Inc,,,Investigative
D0K0MB,,Lipopharma Therapeutics SL,,,Investigative
D0K0OB,,Advenchen Laboratories LLC,,,Investigative
D0K0OU,,Microbiotix Inc,,,Investigative
D0K0SW,,VLST Corp,,,Investigative
D0K1BR,,NovaLead Pharma,,,Investigative
D0K1OR,,Instituto Biomar SA,,,Investigative
D0K1TM,,AmpliMed Corp,,,Investigative
D0K2EC,,Pfizer Inc,,,Investigative
D0K2LR,,Lentigen Corp,,,Investigative
D0K2MT,,Argenta Discovery Ltd,,,Investigative
D0K2UJ,,Mutabilis SA,,,Investigative
D0K2XB,,Genexine Co Ltd,,,Investigative
D0K2ZG,,Louisiana State University Medical Center Foundation,,,Investigative
D0K3FG,,BioLineRx Ltd,,,Investigative
D0K3GB,,Molecular Insight Pharmaceuticals Inc,,,Investigative
D0K3JZ,,University of Toronto,,,Investigative
D0K3MU,,Norgine BV,,,Investigative
D0K3QW,,Recordati SpA,,,Investigative
D0K3RP,,Fqubed Inc,,,Investigative
D0K4CH,,ImmunoGen Inc,,,Investigative
D0K4GG,,Sirnaomics Inc,,,Investigative
D0K4JS,,Anaphore Inc,,,Investigative
D0K4MW,,Lipopharma Therapeutics SL,,,Investigative
D0K4TG,,Pharmacopeia Inc,,,Investigative
D0K4VN,,Ono Pharmaceutical Co Ltd,,,Investigative
D0K5BY,,Mimetogen Pharmaceuticals Inc,,,Investigative
D0K5NN,,AntiCancer Inc,,,Investigative
D0K5QY,,Aprogen Inc,,,Investigative
D0K5UK,,Genmab A/S,,,Investigative
D0K6CG,,Trubion Pharmaceuticals Inc,,,Investigative
D0K6ES,,Cancer Research Technology Ltd,,,Investigative
D0K6LA,,Otsuka Pharmaceutical Co Ltd,,,Investigative
D0K6UO,,Neurokin SA,,,Investigative
D0K7BF,,Nexgenix Pharmaceuticals Inc,,,Investigative
D0K7GN,,Sunnyvale,,,Investigative
D0K7JC,,Zambon Co SpA,,,Investigative
D0K7KV,,OrPro Therapeutics Inc,,,Investigative
D0K7MY,,Curis Inc,,,Investigative
D0K7NJ,,Novozymes A/S,,,Investigative
D0K7VM,,Arisaph Pharmaceuticals Inc,,,Investigative
D0K8AL,,Oryzon Genomics SA,,,Investigative
D0K8BO,,TxCell SA,,,Investigative
D0K8CP,,HealOr Ltd,,,Investigative
D0K8HA,,Lupin Ltd,,,Investigative
D0K8JE,,Thrombotargets Corp,,,Investigative
D0K8KA,,Acaduceus Pharmaceutics Inc,,,Investigative
D0K8SH,,Genexine Co Ltd,,,Investigative
D0K8UN,,Scancell Ltd,,,Investigative
D0K8YK,,Abbott Laboratories,,,Investigative
D0K9ES,,CIS Pharma AG,,,Investigative
D0K9MB,,Celentyx Ltd,,,Investigative
D0K9MN,,Zosano Pharma Inc,,,Investigative
D0K9PG,,University De Strasbourg,,,Investigative
D0K9PS,,Chiesi Farmaceutici SpA,,,Investigative
D0K9UT,,EpiVax Inc,,,Investigative
D0K9XI,,China Pharmaceutical University,,,Investigative
D0K9ZU,,H Lee Moffitt Cancer Center and Research Institute,,,Investigative
D0KC7H,,NicOx SA,,,Investigative
D0KC9V,,Adamed Sp zoo,,,Investigative
D0KD7E,,Xel Pharmaceuticals Inc,,,Investigative
D0KE0C,,Sirnaomics Inc,,,Investigative
D0KE4C,,Human Genome Sciences Inc,,,Investigative
D0KI3U,,Nymox Pharmaceutical Corp,,,Investigative
D0KI9N,,University of Nebraska Medical Center,,,Investigative
D0KL5U,,Symphogen A/S,,,Investigative
D0KM1F,,University of Toronto,,,Investigative
D0KM4T,,UAI,,,Investigative
D0KP0L,,NascaCell GmbH,,,Investigative
D0KP2R,,ChemDiv Inc,,,Investigative
D0KQ2D,,Resverlogix Corp,,,Investigative
D0KR6E,,Serina Therapeutics Inc,,,Investigative
D0KT4B,,Sorbent Therapeutics Inc,,,Investigative
D0KW8U,,Peptron Co Ltd,,,Investigative
D0KX7A,,Rottapharm Madaus,,,Investigative
D0L0DO,,ET Transplant Inc,,,Investigative
D0L0KI,,NanoBio Corp,,,Investigative
D0L0LR,,University College London,,,Investigative
D0L0SI,,University of Queensland,,,Investigative
D0L0XV,,Medesis Pharma SA,,,Investigative
D0L1EX,,FluGen Inc,,,Investigative
D0L1NF,,Development Centre for Biotechnology,,,Investigative
D0L1NU,,Pfizer Inc,,,Investigative
D0L1OF,,Paraquest Inc,,,Investigative
D0L1TB,,NeoPharm Co Ltd,,,Investigative
D0L1YR,,Immunomic Therapeutics Inc,,,Investigative
D0L2BT,,Abbott Laboratories,,,Investigative
D0L2FR,,University of Kansas,,,Investigative
D0L2NV,,Pharmacia & Upjohn Co,,,Investigative
D0L2OS,,Archemix Corp,,,Investigative
D0L2PV,,MorphoSys AG,,,Investigative
D0L2TT,,MondoBIOTECH Holding AG,,,Investigative
D0L2VB,,Ferring Pharmaceuticals Inc,,,Investigative
D0L2WW,,Adnexus Therapeutics Inc,,,Investigative
D0L2YA,,TechnoVax Inc,,,Investigative
D0L3GH,,Chemokine Therapeutics Corp,,,Investigative
D0L3KN,,Cell Cure Neurosciences Ltd,,,Investigative
D0L3LO,,Endocrine Technology LLC,,,Investigative
D0L3VC,,Chinese Academy of Sciences,,,Investigative
D0L4CW,,Theratechnologies Inc,,,Investigative
D0L4GH,,Hibernaid Inc,,,Investigative
D0L4HK,,TechnoVax Inc,,,Investigative
D0L5AK,,Trillium Therapeutics Inc,,,Investigative
D0L5EA,,Recoly NV,,,Investigative
D0L6BU,,Chong Kun Dang Pharmaceutical Corp,,,Investigative
D0L6FF,,Nanotherapeutics Inc,,,Investigative
D0L6HF,,Medarex Inc,,,Investigative
D0L6IF,,AxoGlia Therapeutics SA,,,Investigative
D0L6IJ,,Human Genome Sciences Inc,,,Investigative
D0L6PZ,,Beth Israel Deaconess Medical Center,,,Investigative
D0L6WT,,Aus Bio Ltd,,,Investigative
D0L6ZE,,Vastrata,,,Investigative
D0L7FB,,BioTHER Corp,,,Investigative
D0L7MK,,Trojantec Ltd,,,Investigative
D0L7MO,,FAES Farma SA,,,Investigative
D0L7PG,,Chong Kun Dang Pharmaceutical Corp,,,Investigative
D0L7QR,,4SC AG,,,Investigative
D0L7UT,,Imaxio,,,Investigative
D0L8KK,,Albany Molecular Research Inc,,,Investigative
D0L8OZ,,Ark Therapeutics Group plc,,,Investigative
D0L8PG,,SK Chemicals Life Science,,,Investigative
D0L8PO,,C&O Pharmaceutical Technology (Holdings) Ltd,,,Investigative
D0L8SP,,Morvus Technology Ltd,,,Investigative
D0L8TP,,TRION Pharma GmbH,,,Investigative
D0L8UQ,,"Fujifilm Kyowa Kirin Biologics Tokyo, Japan",,,Investigative
D0L8US,,Cellgate Inc,,,Investigative
D0L8YH,,Amunix Inc,,,Investigative
D0L9BW,,Johnson & Johnson,,,Investigative
D0L9GR,,Pharmos,,,Investigative
D0L9XL,,NeoPharm Co Ltd,,,Investigative
D0L9ZF,,Escape Therapeutics Inc,,,Investigative
D0LC8F,,BioLineRx Ltd,,,Investigative
D0LD9P,,ZelleRx Corp,,,Investigative
D0LE2E,,,,Antibody,Investigative
D0LE3O,,Arana Therapeutics Ltd,,,Investigative
D0LE6K,,Tokyo University Of Agriculture & Technology Co Ltd,,,Investigative
D0LE8H,,University of Bradford,,,Investigative
D0LH4P,,Cortex Pharmaceuticals Inc,,,Investigative
D0LI3H,,Bristol-Myers Squibb Pharma Co,,,Investigative
D0LI7L,,Celecure AS,,,Investigative
D0LJ1Z,,Chemizon Inc,,,Investigative
D0LL6K,,Tolerx Inc,,,Investigative
D0LL7C,,LFB Biotechnologies,,,Investigative
D0LP4X,,Gene Signal SAS,,,Investigative
D0LQ2Y,,Milkhaus Laboratory Inc,,,Investigative
D0LR4M,,ET Neuron Inc,,,Investigative
D0LS6W,,Kuhnil Pharmaceutical Co Ltd,,,Investigative
D0LV7F,,NicOx SA,,,Investigative
D0LX4K,,ALS Therapy Development Foundation Inc,,,Investigative
D0M0CU,,AdeTherapeutics Inc,,,Investigative
D0M0JR,,Denmark Technical University,,,Investigative
D0M0KJ,,XBiotech Inc,,,Investigative
D0M0MX,,Center for Genetic Engineering and Biotechnology,,,Investigative
D0M0SV,,Pieris AG,,,Investigative
D0M0VP,,Heat Biologics,,,Investigative
D0M0YE,,Massachusetts General Hospital,,,Investigative
D0M1DE,,PharmedArtis GmbH,,,Investigative
D0M1KH,,Piramal Healthcare Ltd,,,Investigative
D0M1KK,,PharmaNeuroBoost NV,,,Investigative
D0M1MB,,PharmaNess Neurosciences,,,Investigative
D0M1NS,,Cancer Targeted Technology Llc,,,Investigative
D0M1OX,,National Cancer Institute,,,Investigative
D0M1WF,,SRI International,,,Investigative
D0M1XY,,Dybly AG,,,Investigative
D0M1YW,,Angion Biomedica Corp,,,Investigative
D0M2AN,,INSERM,,,Investigative
D0M2DP,,Cytomics Pharmaceuticals,,,Investigative
D0M2EH,,Nexia Biotechnologies Inc,,,Investigative
D0M2JA,,ACADIA Pharmaceuticals Inc,,,Investigative
D0M2ME,,Indus Biotech Pvt Ltd,,,Investigative
D0M2RZ,,Enanta Pharmaceuticals Inc,,,Investigative
D0M2ZG,,Pharmacia & Upjohn Inc,,,Investigative
D0M3FZ,,Meristomics,,,Investigative
D0M3IE,,Vivozon Inc,,,Investigative
D0M3NF,,NewSouth Innovations,,,Investigative
D0M3ON,,,Analgesics,,Investigative
D0M3VU,,Equispharm Co Ltd,,,Investigative
D0M3YC,,Ottawa Hospital Research Institute,,,Investigative
D0M4DE,,National Taiwan University,,,Investigative
D0M4JK,,UCB SA,,,Investigative
D0M4MW,,VivoQuest Inc,,,Investigative
D0M4PY,,Central Drug Research Institute,,,Investigative
D0M4SV,,Beta Pharma Inc,,,Investigative
D0M4TN,,BioCure Pharma LLC,,,Investigative
D0M4UX,,Neurotec Pharma SL,,,Investigative
D0M4YK,,Glytrix Inc,,,Investigative
D0M5QD,,Affitech A/S,,,Investigative
D0M5QU,,Inhibikase Therapeutics,,,Investigative
D0M5UL,,Tibotec BVBA,,,Investigative
D0M5ZF,,TechnoVax Inc,,,Investigative
D0M6EG,,Roche Holding AG,,,Investigative
D0M6GP,,Immunocore Ltd,,,Investigative
D0M6IG,,Kalahari Greentech Inc,,,Investigative
D0M6TX,,Thar Pharmaceuticals Inc,,,Investigative
D0M6XE,,Zambon Co SpA,,,Investigative
D0M6XY,,Symphogen A/S,,,Investigative
D0M6ZA,,Fusion Antibodies Ltd,,,Investigative
D0M7IG,,Roche Holding AG,,,Investigative
D0M7IJ,,Northeastern University,,,Investigative
D0M7MH,,Galantos Pharma GmbH,,,Investigative
D0M7SZ,,Catabasis Pharmaceuticals Inc,,,Investigative
D0M7TT,,Shire Pharmaceutical Development Ltd,,,Investigative
D0M7TW,,Pfizer Inc,,,Investigative
D0M8YQ,,Genecure LLC,,,Investigative
D0M9FA,,Leiden University Medical Center,,,Investigative
D0M9NJ,,SOM Biotech SL,,,Investigative
D0M9PD,,Psimei Pharmaceuticals plc,,,Investigative
D0M9PI,,SeaLife Pharma GmbH,,,Investigative
D0M9SD,,Vantia Therapeutics,,,Investigative
D0M9TD,,Regulus Therapeutics Inc,,,Investigative
D0M9XH,,XenoPort Inc,,,Investigative
D0M9ZL,,InvivoGen Therapeutics,,,Investigative
D0MF3F,,Applied Genetic Technologies Corp,,,Investigative
D0MG0H,,NovaBay Pharmaceuticals Inc,,,Investigative
D0MH8K,,Laila Pharmaceuticals Pvt Ltd,,,Investigative
D0MI1N,,Rottapharm Madaus,,,Investigative
D0MI8F,,Hansa Medical AB,,,Investigative
D0MI9F,,University of Minnesota,,,Investigative
D0MJ7W,,Biorunx Co Ltd,,,Investigative
D0MJ9L,,Cancer Research UK,,,Investigative
D0MM4X,,Medivir AB,,,Investigative
D0MM6Q,,Merrimack Pharmaceuticals Inc,,,Investigative
D0N0DP,,Folia Biotech Inc,,,Investigative
D0N0EB,,Digna Biotech SL,,,Investigative
D0N0HO,,Serometrix LLC,,,Investigative
D0N0KG,,Central Drug Research Institute,,,Investigative
D0N0MZ,,Innovative Technologies LLC,,,Investigative
D0N0SC,,Allinky Biopharma,,,Investigative
D0N0SO,,Applied Genetic Technologies Corp,,,Investigative
D0N0VW,,Indena SpA,,,Investigative
D0N0YT,,Zacharon Pharmaceuticals Inc,,,Investigative
D0N1AH,,GlaxoSmithKline plc,,,Investigative
D0N1AT,,BIOO Therapeutics,,,Investigative
D0N1AY,,University of Tasmania,,,Investigative
D0N1IL,,Human Genome Sciences Inc,,,Investigative
D0N1NL,,Children's Hospital of Los Angeles,,,Investigative
D0N1QH,,Genmab Inc,,,Investigative
D0N1RE,,Boehringer Ingelheim,,,Investigative
D0N1RM,,JCR Pharmaceuticals Co Ltd,,,Investigative
D0N1SL,,Kuhnil Pharmaceutical Co Ltd,,,Investigative
D0N1ST,,Affectis Pharmaceuticals AG,,,Investigative
D0N1UH,,Vitala Therapeutics,,,Investigative
D0N1WG,,GlaxoSmithKline plc,,,Investigative
D0N2AY,,Aileron Therapeutics Inc,,,Investigative
D0N2CS,,Reviva Pharmaceuticals Inc,,,Investigative
D0N2DD,,PDL BioPharma Inc,,,Investigative
D0N2GS,,Endece LLC,,,Investigative
D0N3RU,,ChemRegen Inc,,,Investigative
D0N3YL,,America Stem Cell Inc,,,Investigative
D0N4IU,,Helsinki University,,,Investigative
D0N4LW,,CEVEC Pharmaceuticals GmbH,,,Investigative
D0N4MK,,Instituto Biomar SA,,,Investigative
D0N4ZS,,Sigma-Tau Ind Farm Riunite SpA,,,Investigative
D0N5AS,,Intra-Cellular Therapies Inc,,,Investigative
D0N5DW,,CrystalGenomics Inc,,,Investigative
D0N5DZ,,ImmunoVentis Inc,,,Investigative
D0N5OL,,SunTen Phytotech Co Ltd,,,Investigative
D0N5TB,,Industrial Technology Research Institute,,,Investigative
D0N5UU,,Nectid Inc,,,Investigative
D0N6CC,,Aphoenix Inc,,,Investigative
D0N6DD,,SIFI Societa Industria Farmaceutica Italiana SpA,,,Investigative
D0N6EL,,Serometrix LLC,,,Investigative
D0N6HA,,Columbia Laboratories Inc,,,Investigative
D0N6QO,,Incozen Therapeutics Pvt Ltd,,,Investigative
D0N7CU,,Human Genome Sciences Inc,,,Investigative
D0N7CY,,NovaLead Pharma,,,Investigative
D0N7WB,,Clera Inc,,,Investigative
D0N7XY,,NuView Life Sciences,,,Investigative
D0N7YK,,Xiamen Amoytop Biotech Co Ltd,,,Investigative
D0N8CM,,Prosetta Antiviral Inc,,,Investigative
D0N8GR,,Chemizon Inc,,,Investigative
D0N8TM,,Xaragen Pharma Ltd,,,Investigative
D0N8UQ,,InterMed Discovery GmbH,,,Investigative
D0N9ET,,University College London,,,Investigative
D0N9GC,,Neorphys,,,Investigative
D0N9IN,,Mitotix Inc,,,Investigative
D0N9TK,,Array BioPharma Inc,,,Investigative
D0N9UP,,Pharmaxon,,,Investigative
D0N9WY,,Biotica Technology Ltd,,,Investigative
D0NC0G,,RaQualia Pharma Inc,,,Investigative
D0NC8H,,GlycoMimetics Inc,,,Investigative
D0NC8Z,,,,Small molecule immunotherapy,Investigative
D0ND8N,,University of Queensland,,,Investigative
D0NE9W,,Celentyx Ltd,,,Investigative
D0NF0P,,Exodos Life Science Partners,,,Investigative
D0NH0U,,Yale University,,,Investigative
D0NH1V,,BioLineRx Ltd,,,Investigative
D0NI6M,,,,Peptide,Investigative
D0NJ9W,,Molecular Targeting Technologies Inc,,,Investigative
D0NN7W,,Molecular Targeting Technologies Inc,,,Investigative
D0NN9I,,ImuThes Ltd,,,Investigative
D0NO7L,,Prosensa Therapeutics BV,,,Investigative
D0NP8M,,Ludwig Institute for Cancer Research,,,Investigative
D0NQ0W,,Angitia AB,,,Investigative
D0NT8Q,,Daewon Pharm Co Ltd,,,Investigative
D0NX6F,,Bayer Schering Pharma AG,,,Investigative
D0NY4H,,ReNeuron Group plc,,,Investigative
D0O0BR,,Nventa Biopharmaceuticals Corp,,,Investigative
D0O0II,,AndroScience Corp,,,Investigative
D0O0LF,,Kyoto University,,,Investigative
D0O0UM,,Green Molecular,,,Investigative
D0O0YA,,Roswell Park Cancer Institute,,,Investigative
D0O1DS,,Kyoto University,,,Investigative
D0O1EI,,Cancer Research Technology Ltd,,,Investigative
D0O1XO,,Symphogen A/S,,,Investigative
D0O2LY,,,,Antisense drug,Investigative
D0O2MW,,Cleveland Clinic Foundation,,,Investigative
D0O2TG,,RegenX Biosciences LLC,,,Investigative
D0O2UF,,National Cancer Institute,,,Investigative
D0O3FS,,Russian Academy of Sciences,,,Investigative
D0O3TE,,Proteosys AG,,,Investigative
D0O3TW,,Phico Therapeutics Ltd,,,Investigative
D0O3VK,,University of Massachusetts Medical School,,,Investigative
D0O3ZI,,Trinity College Dublin,,,Investigative
D0O4MW,,Nanovector Ltd,,,Investigative
D0O4RG,,AdeTherapeutics Inc,,,Investigative
D0O4SZ,,BioLineRx Ltd,,,Investigative
D0O5CL,,Aroule,,,Investigative
D0O5HB,,Apitope Technology (Bristol) Ltd,,,Investigative
D0O5QT,,Bioarctic Neuroscience AB,,,Investigative
D0O5UF,,Connexios Life Sciences Pvt Ltd,,,Investigative
D0O5VR,,Tetraphase Pharmaceuticals Inc,,,Investigative
D0O6JE,,UCB Celltech,,,Investigative
D0O6LY,,MAT Biopharma,,,Investigative
D0O6OM,,Compugen Ltd,,,Investigative
D0O6TD,,Bolder BioTechnology Inc,,,Investigative
D0O6WS,,Shanghai Ambrosia Pharmaceutical Co Ltd,,,Investigative
D0O7AK,,SIFI Societa Industria Farmaceutica Italiana SpA,,,Investigative
D0O7JK,,Roche Kulmbach,,,Investigative
D0O7NF,,Mt Cook Pharma,,,Investigative
D0O7NV,,DOV Pharmaceutical Inc,,,Investigative
D0O7SC,,Dartmouth College,,,Investigative
D0O7XG,,University of Manchester,,,Investigative
D0O7ZR,,Shanghai Institute of Materia Medica of the Chinese Academy of Sciences,,,Investigative
D0O8BQ,,Neurotec Pharma SL,,,Investigative
D0O8EH,,NKT Therapeutics Inc,,,Investigative
D0O8FN,,Indus Biotech Pvt Ltd,,,Investigative
D0O8GZ,,Kuhnil Pharmaceutical Co Ltd,,,Investigative
D0O8HK,,BruCells,,,Investigative
D0O8JM,,Neuronax,,,Investigative
D0O8RL,,Equispharm Co Ltd,,,Investigative
D0O8UM,,Xel Pharmaceuticals Inc,,,Investigative
D0O8WM,,PhytoPharmacon LLC,,,Investigative
D0O9RV,,PROLOR Biotech Inc,,,Investigative
D0OA7W,,Human Genome Sciences Inc,,,Investigative
D0OB9V,,Yuyu Inc,,,Investigative
D0OC6H,,Sentinel Oncology Ltd,,,Investigative
D0OE2G,,Fusion Antibodies Ltd,,,Investigative
D0OH1O,,Univerzity Komenskeho v Bratislave,,,Investigative
D0OH8O,,Axis Genetics plc,,,Investigative
D0OI5Y,,Pharming Group NV,,,Investigative
D0OM0X,,Innovative Biologics Inc,,,Investigative
D0ON4J,,Eleven Biotherapeutics,,,Investigative
D0OP2E,,AEterna Zentaris Inc,,,Investigative
D0OR7P,,Molecular Partners AG,,,Investigative
D0OT1S,,Clavis Pharma AS,,,Investigative
D0OT8O,,Sirnaomics Inc,,,Investigative
D0OV4A,,Summit Corp plc,,,Investigative
D0OW5Y,,Newron Pharmaceuticals SpA,,,Investigative
D0OW6V,,AstraZeneca plc,,,Investigative
D0OX6I,,Karo Bio AB,,,Investigative
D0OY7A,,Ranbaxy Laboratories Ltd,,,Investigative
D0OZ3S,,Central Drug Research Institute,,,Investigative
D0P1BR,,Synvax Pharmaceuticals Inc,,,Investigative
D0P1DP,,Neurokin SA,,,Investigative
D0P1EB,,Galileo Pharmaceuticals,,,Investigative
D0P1IJ,,International Stem Cell Corp,,,Investigative
D0P1QN,,NeED Pharmaceuticals Srl,,,Investigative
D0P1RV,,Apitope Technology (Bristol) Ltd,,,Investigative
D0P1WR,,Zambon Co SpA,,,Investigative
D0P1XQ,,Selvita Life Sciences Solutions,,,Investigative
D0P1ZR,,Boehringer Ingelheim Corp,,,Investigative
D0P2AL,,Yungjin Pharmaceutical Co Ltd,,,Investigative
D0P2CZ,,Sinclair IS Pharma plc,,,Investigative
D0P2FC,,Applied Integrin Sciences Inc,,,Investigative
D0P2MD,,MAT Biopharma,,,Investigative
D0P2TD,,Falco BioTherapeutics BV,,,Investigative
D0P2ZM,,Solixia Inc,,,Investigative
D0P3DC,,Lipella Pharmaceuticals Inc,,,Investigative
D0P3KH,,Allergan Inc,,,Investigative
D0P3LQ,,Silicos NV,,,Investigative
D0P3PF,,Amunix Inc,,,Investigative
D0P3UZ,,Cangene,,,Investigative
D0P3VP,,Jenken Bioscience Inc,,,Investigative
D0P3ZA,,Abeille Pharmaceuticals Inc,,,Investigative
D0P4DG,,Sentinel Oncology Ltd,,,Investigative
D0P4FK,,Biotecnol SA,,,Investigative
D0P4KV,,Escape Therapeutics Inc,,,Investigative
D0P4PS,,Johns Hopkins University,,,Investigative
D0P4QX,,Laila Pharmaceuticals Pvt Ltd,,,Investigative
D0P4WI,,Taizhou Fudan-Zhangjiang Pharmaceutical Co Ltd,,,Investigative
D0P4ZA,,University of Texas Southwestern Medical Center,,,Investigative
D0P5BQ,,Inhibikase Therapeutics,,,Investigative
D0P5LX,,N30 Pharmaceuticals LLC,,,Investigative
D0P5QR,,Novartis AG,,,Investigative
D0P5RJ,,Biofrontera Bioscience GmbH,,,Investigative
D0P5TC,,Burke Pharmaceuticals LLC,,,Investigative
D0P5VH,,EpiVax Inc,,,Investigative
D0P5ZG,,ADVENTRX Pharmaceuticals,,,Investigative
D0P5ZJ,,GP Pharm SA,,,Investigative
D0P6AL,,Vapogenix Inc,,,Investigative
D0P6CQ,,Advantageous Systems LLC,,,Investigative
D0P6GX,,Chemizon Inc,,,Investigative
D0P6YL,,Ludwig Institute for Cancer Research,,,Investigative
D0P7GV,,Athera Biotechnologies AB,,,Investigative
D0P7HM,,Hangzhou Adamerck Pharmlabs Inc,,,Investigative
D0P7RV,,Avila Therapeutics Inc,,,Investigative
D0P7WW,,Endocrine Technology LLC,,,Investigative
D0P8HU,,ChemoCentryx Inc,,,Investigative
D0P8LR,,InCode BioPharmaceutics Inc,,,Investigative
D0P8ME,,Lentigen Corp,,,Investigative
D0P8NR,,Pronova BioPharma ASA,,,Investigative
D0P8QC,,University of Auckland,,,Investigative
D0P8VZ,,CTG Pharma Srl,,,Investigative
D0P9RV,,,,Small molecule immunotherapy,Investigative
D0P9WF,,Cardiff Biologicals,,,Investigative
D0PA2R,,Jenrin Discovery Inc,,,Investigative
D0PC1A,,Prosetta Antiviral Inc,,,Investigative
D0PG2W,,C3 Jian Inc,,,Investigative
D0PH0G,,Nektar Therapeutics,,,Investigative
D0PH0U,,ALS Therapy Development Foundation Inc,,,Investigative
D0PI4T,,BrainWatch Ltd,,,Investigative
D0PM3G,,BioChemics Inc,,,Investigative
D0PO5W,,Kolon Life Science Inc,,,Investigative
D0PP0Z,,Calmune Corp,,,Investigative
D0PR9I,,,,Antibody,Investigative
D0PS2X,,Gemac Bio,,,Investigative
D0PU1O,,Geron Corp,,,Investigative
D0PU1W,,MannKind Corp,,,Investigative
D0PV1U,,FORMAC Pharmaceuticals NV,,,Investigative
D0PX7G,,,,Small molecule immunotherapy,Investigative
D0PY5R,,Medeia Therapeutics Ltd,,,Investigative
D0PZ5R,,Bacilligen Inc,,,Investigative
D0Q0GY,,Ironwood Pharmaceuticals Inc,,,Investigative
D0Q0MI,,Molecular Targeting Technologies Inc,,,Investigative
D0Q0OY,,Novartis AG,,,Investigative
D0Q0XH,,Esperance Pharmaceuticals Inc,,,Investigative
D0Q1EC,,Battelle,,,Investigative
D0Q1LH,,AvidBiotics Corp,,,Investigative
D0Q1TX,,FusoGen Pharmaceuticals Inc,,,Investigative
